# MISSION PROFILE DATA
# Timestamp: 2026-06-18 17:47:55
# Deep Target: 1.40 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=20.00, I=0.10, D=10.00
# Neutral ADC: 1615
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
4.65,-0.003,101.29,1728,1603
4.67,0.000,101.33,1687,1603
4.77,0.000,101.33,1647,1603
4.87,-0.001,101.32,1611,1603
4.97,-0.002,101.30,1590,1603
5.07,-0.001,101.31,1587,1603
5.25,-0.005,101.27,1586,1603
5.27,-0.001,101.32,1586,1603
5.43,-0.005,101.27,1586,1603
5.51,0.000,101.33,1586,1603
5.65,-0.000,101.32,1586,1603
5.67,0.001,101.33,1586,1603
5.77,-0.001,101.32,1588,1603
5.87,0.002,101.35,1587,1603
6.05,0.001,101.34,1588,1603
6.10,-0.001,101.31,1588,1603
6.24,0.003,101.36,1588,1603
6.27,-0.000,101.32,1588,1603
6.44,-0.000,101.32,1589,1603
6.49,0.003,101.36,1591,1603
6.64,0.004,101.37,1591,1603
6.67,0.004,101.37,1592,1603
6.77,0.001,101.33,1592,1603
6.87,0.006,101.38,1592,1603
6.97,0.002,101.35,1593,1603
7.12,0.004,101.36,1592,1603
7.26,0.004,101.37,1593,1603
7.27,0.006,101.39,1594,1603
7.44,0.009,101.42,1594,1603
7.51,0.005,101.38,1595,1603
7.65,0.004,101.37,1595,1603
7.67,0.004,101.37,1595,1603
7.77,0.005,101.38,1595,1603
7.87,0.002,101.35,1595,1603
8.04,0.008,101.40,1596,1603
8.09,0.006,101.38,1595,1603
8.22,0.006,101.38,1596,1603
8.27,0.009,101.42,1595,1603
8.43,0.012,101.45,1596,1603
8.48,0.013,101.46,1595,1603
8.61,0.006,101.39,1596,1603
8.67,0.009,101.42,1596,1603
8.77,0.011,101.43,1596,1603
8.87,0.012,101.45,1596,1603
9.04,0.019,101.52,1596,1603
9.10,0.015,101.47,1596,1603
9.24,0.015,101.47,1596,1603
9.27,0.018,101.51,1596,1603
9.37,0.018,101.51,1597,1603
9.52,0.012,101.45,1597,1603
9.57,0.015,101.47,1598,1603
9.71,0.017,101.50,1598,1603
9.77,0.015,101.47,1598,1603
9.95,0.018,101.51,1597,1603
10.01,0.019,101.51,1598,1603
10.15,0.018,101.51,1598,1603
10.17,0.018,101.51,1598,1603
10.27,0.023,101.56,1599,1603
10.37,0.020,101.53,1599,1603
10.47,0.023,101.55,1598,1603
10.59,0.025,101.58,1599,1603
10.77,0.022,101.54,1599,1604
10.77,0.023,101.56,1599,1604
10.94,0.026,101.59,1599,1603
11.01,0.028,101.60,1599,1604
11.16,0.027,101.60,1599,1604
11.17,0.022,101.55,1600,1604
11.27,0.030,101.63,1600,1603
11.37,0.024,101.57,1599,1604
11.47,0.030,101.63,1599,1603
11.60,0.030,101.63,1600,1604
11.67,0.033,101.66,1600,1604
11.81,0.032,101.65,1600,1604
11.94,0.033,101.66,1600,1604
12.00,0.034,101.67,1601,1604
12.13,0.037,101.69,1600,1604
12.17,0.037,101.70,1600,1604
12.27,0.035,101.67,1600,1604
12.37,0.039,101.72,1601,1604
12.47,0.040,101.73,1601,1604
12.64,0.043,101.75,1601,1604
12.70,0.038,101.71,1600,1604
12.87,0.041,101.74,1601,1604
12.87,0.042,101.75,1600,1604
13.00,0.043,101.75,1601,1604
13.20,0.045,101.78,1600,1604
13.20,0.047,101.80,1600,1604
13.27,0.046,101.79,1601,1604
13.37,0.046,101.79,1600,1604
13.47,0.045,101.78,1600,1604
13.65,0.048,101.81,1602,1604
13.70,0.048,101.80,1602,1604
13.84,0.049,101.82,1601,1604
13.96,0.053,101.86,1601,1604
14.01,0.047,101.80,1601,1604
14.15,0.052,101.85,1601,1604
14.17,0.050,101.83,1600,1604
14.27,0.055,101.88,1601,1604
14.37,0.056,101.89,1601,1604
14.48,0.056,101.89,1601,1604
14.60,0.058,101.91,1601,1604
14.78,0.059,101.92,1601,1604
14.78,0.061,101.94,1601,1604
14.87,0.057,101.90,1601,1604
15.02,0.062,101.95,1602,1604
15.16,0.063,101.96,1601,1604
15.17,0.067,102.00,1601,1604
15.27,0.065,101.98,1602,1604
15.37,0.068,102.01,1601,1604
15.47,0.067,102.00,1601,1604
15.65,0.069,102.02,1601,1604
15.72,0.070,102.03,1602,1604
15.87,0.070,102.03,1601,1604
15.88,0.071,102.05,1602,1604
15.99,0.071,102.05,1602,1604
16.19,0.073,102.06,1602,1604
16.19,0.076,102.09,1602,1604
16.27,0.077,102.10,1602,1604
16.37,0.077,102.10,1603,1604
16.47,0.078,102.11,1602,1604
16.64,0.078,102.12,1602,1604
16.69,0.080,102.13,1602,1604
16.84,0.082,102.15,1602,1604
16.87,0.082,102.16,1602,1604
16.98,0.084,102.17,1602,1604
17.18,0.086,102.20,1602,1604
17.19,0.085,102.18,1603,1604
17.27,0.085,102.18,1603,1604
17.37,0.087,102.21,1602,1604
17.47,0.091,102.24,1602,1604
17.62,0.090,102.23,1603,1604
17.68,0.094,102.27,1602,1604
17.82,0.093,102.26,1603,1604
17.94,0.094,102.28,1603,1604
17.99,0.097,102.30,1602,1604
18.13,0.094,102.27,1603,1604
18.17,0.103,102.37,1602,1604
18.27,0.098,102.32,1602,1604
18.37,0.098,102.31,1603,1604
18.47,0.101,102.35,1602,1604
18.61,0.101,102.35,1602,1604
18.80,0.103,102.36,1603,1604
18.81,0.105,102.38,1603,1604
18.88,0.109,102.43,1604,1604
18.98,0.110,102.43,1604,1604
19.17,0.112,102.45,1604,1604
19.18,0.111,102.44,1604,1604
19.27,0.110,102.43,1603,1604
19.37,0.112,102.45,1603,1604
19.47,0.115,102.49,1603,1604
19.62,0.117,102.51,1603,1604
19.68,0.116,102.50,1603,1604
19.82,0.117,102.51,1603,1604
19.94,0.124,102.58,1603,1604
20.00,0.119,102.52,1604,1604
20.13,0.121,102.55,1603,1604
20.17,0.125,102.59,1603,1604
20.27,0.125,102.58,1603,1604
20.37,0.123,102.56,1603,1604
20.47,0.131,102.65,1602,1604
20.62,0.130,102.64,1603,1604
20.68,0.128,102.62,1603,1604
20.81,0.132,102.66,1603,1604
20.94,0.136,102.70,1603,1604
20.99,0.134,102.68,1604,1604
21.12,0.138,102.71,1604,1604
21.17,0.140,102.74,1603,1604
21.27,0.135,102.69,1604,1604
21.37,0.140,102.74,1603,1604
21.47,0.139,102.73,1603,1604
21.60,0.145,102.79,1604,1604
21.80,0.148,102.82,1603,1604
21.80,0.147,102.81,1603,1604
21.92,0.149,102.83,1604,1604
21.98,0.150,102.84,1603,1604
22.11,0.147,102.81,1604,1605
22.17,0.151,102.85,1603,1604
22.27,0.151,102.85,1604,1605
22.38,0.153,102.86,1603,1605
22.47,0.157,102.91,1604,1605
22.59,0.157,102.91,1603,1605
22.78,0.158,102.92,1602,1605
22.78,0.166,103.00,1604,1605
22.95,0.161,102.95,1603,1605
23.00,0.161,102.95,1604,1605
23.14,0.162,102.96,1603,1605
23.17,0.162,102.96,1603,1605
23.28,0.167,103.01,1603,1605
23.38,0.168,103.02,1603,1605
23.48,0.170,103.04,1603,1605
23.61,0.171,103.05,1603,1605
23.79,0.174,103.08,1604,1605
23.79,0.173,103.07,1603,1605
23.93,0.174,103.08,1603,1605
24.01,0.178,103.12,1604,1605
24.15,0.175,103.09,1603,1605
24.18,0.180,103.14,1603,1605
24.28,0.180,103.14,1603,1605
24.38,0.178,103.13,1603,1605
24.48,0.184,103.18,1604,1605
24.58,0.186,103.20,1603,1605
24.70,0.191,103.25,1602,1605
24.90,0.190,103.24,1602,1605
24.90,0.189,103.23,1603,1605
25.02,0.192,103.26,1603,1605
25.08,0.196,103.30,1604,1605
25.21,0.195,103.29,1604,1605
25.28,0.198,103.32,1604,1605
25.38,0.196,103.30,1603,1605
25.48,0.198,103.33,1603,1605
25.66,0.202,103.36,1603,1605
25.71,0.203,103.37,1603,1605
25.85,0.202,103.36,1604,1605
25.88,0.206,103.40,1602,1605
26.02,0.209,103.44,1604,1605
26.16,0.216,103.50,1602,1605
26.17,0.213,103.47,1603,1605
26.28,0.209,103.43,1603,1605
26.38,0.212,103.47,1603,1605
26.48,0.216,103.51,1603,1605
26.65,0.218,103.52,1604,1605
26.70,0.221,103.56,1604,1605
26.84,0.219,103.54,1602,1605
26.88,0.217,103.52,1603,1605
27.02,0.225,103.59,1603,1605
27.16,0.225,103.60,1603,1605
27.18,0.224,103.59,1602,1605
27.28,0.225,103.60,1604,1605
27.38,0.230,103.64,1603,1605
27.48,0.228,103.62,1604,1605
27.57,0.233,103.67,1603,1605
27.75,0.236,103.70,1603,1605
27.80,0.233,103.67,1603,1605
27.95,0.239,103.74,1603,1605
28.07,0.241,103.76,1603,1605
28.08,0.242,103.76,1604,1605
28.30,0.243,103.78,1602,1605
28.31,0.248,103.83,1604,1605
28.44,0.246,103.81,1604,1605
28.50,0.248,103.82,1603,1605
28.65,0.251,103.86,1604,1605
28.68,0.249,103.83,1603,1605
28.78,0.253,103.88,1603,1605
28.88,0.252,103.87,1603,1605
28.98,0.255,103.89,1603,1605
29.08,0.256,103.91,1603,1605
29.18,0.260,103.95,1603,1605
29.34,0.264,103.98,1602,1605
29.40,0.263,103.98,1603,1605
29.56,0.266,104.01,1603,1605
29.58,0.269,104.04,1603,1605
29.69,0.267,104.02,1604,1605
29.88,0.268,104.03,1603,1605
29.88,0.269,104.04,1603,1605
30.00,0.273,104.07,1604,1605
30.21,0.271,104.06,1603,1605
30.21,0.276,104.11,1603,1605
30.28,0.274,104.09,1604,1606
30.38,0.278,104.13,1602,1605
30.48,0.278,104.13,1603,1606
30.58,0.284,104.19,1604,1606
30.80,0.286,104.22,1603,1606
30.80,0.287,104.22,1603,1606
31.01,0.291,104.26,1604,1606
31.02,0.286,104.21,1604,1606
31.16,0.288,104.23,1604,1606
31.21,0.293,104.28,1603,1606
31.38,0.296,104.32,1603,1606
31.38,0.298,104.33,1603,1606
31.53,0.298,104.33,1603,1606
31.60,0.301,104.36,1604,1606
31.75,0.300,104.35,1603,1606
31.78,0.303,104.38,1603,1606
31.88,0.306,104.41,1603,1606
31.98,0.309,104.44,1603,1606
32.08,0.309,104.44,1603,1606
32.23,0.309,104.44,1603,1606
32.38,0.315,104.50,1603,1606
32.39,0.315,104.50,1604,1606
32.48,0.314,104.49,1603,1606
32.59,0.316,104.51,1603,1606
32.79,0.323,104.58,1603,1606
32.79,0.321,104.56,1604,1606
32.88,0.319,104.55,1603,1606
33.04,0.324,104.59,1603,1606
33.09,0.328,104.64,1603,1606
33.23,0.329,104.65,1603,1606
33.28,0.329,104.65,1603,1606
33.38,0.332,104.67,1604,1606
33.50,0.334,104.70,1604,1606
33.70,0.338,104.73,1603,1606
33.70,0.338,104.74,1603,1606
33.78,0.339,104.74,1604,1606
33.88,0.340,104.76,1603,1606
33.98,0.344,104.80,1604,1606
34.14,0.347,104.82,1603,1606
34.20,0.348,104.84,1603,1606
34.34,0.346,104.82,1604,1606
34.47,0.352,104.87,1603,1606
34.52,0.352,104.88,1604,1606
34.67,0.352,104.88,1603,1606
34.68,0.356,104.92,1603,1606
34.79,0.354,104.90,1604,1606
34.88,0.361,104.96,1604,1606
34.98,0.362,104.97,1603,1606
35.15,0.364,105.00,1604,1606
35.21,0.366,105.02,1604,1606
35.35,0.368,105.03,1605,1606
35.47,0.366,105.02,1604,1606
35.53,0.369,105.05,1604,1606
35.67,0.374,105.10,1604,1606
35.69,0.375,105.11,1604,1606
35.79,0.375,105.10,1605,1606
35.88,0.379,105.14,1603,1606
35.99,0.383,105.19,1604,1606
36.15,0.384,105.20,1603,1606
36.23,0.384,105.20,1605,1606
36.37,0.386,105.22,1605,1606
36.39,0.388,105.24,1604,1606
36.49,0.386,105.22,1604,1606
36.68,0.394,105.30,1604,1606
36.69,0.392,105.29,1604,1606
36.79,0.396,105.33,1603,1606
36.89,0.396,105.32,1604,1606
36.99,0.401,105.38,1603,1606
37.20,0.401,105.37,1604,1607
37.26,0.405,105.42,1604,1607
37.43,0.408,105.44,1603,1607
37.43,0.405,105.41,1603,1607
37.49,0.408,105.44,1604,1607
37.59,0.409,105.45,1604,1607
37.69,0.410,105.47,1604,1607
37.79,0.414,105.50,1604,1607
37.89,0.415,105.52,1605,1607
37.99,0.420,105.57,1603,1607
38.09,0.422,105.58,1604,1607
38.19,0.420,105.57,1603,1607
38.29,0.423,105.60,1603,1607
38.39,0.424,105.61,1603,1607
38.49,0.427,105.63,1605,1607
38.69,0.427,105.64,1603,1607
38.69,0.427,105.63,1604,1607
38.79,0.431,105.68,1604,1607
38.89,0.434,105.70,1604,1607
38.99,0.436,105.72,1603,1607
39.09,0.439,105.75,1604,1607
39.19,0.439,105.76,1604,1607
39.29,0.445,105.81,1604,1607
39.39,0.443,105.80,1605,1607
39.49,0.447,105.83,1603,1607
39.59,0.443,105.79,1604,1607
39.69,0.450,105.87,1604,1607
39.79,0.452,105.89,1604,1607
39.89,0.452,105.89,1604,1607
40.01,0.456,105.93,1604,1607
40.09,0.457,105.94,1604,1607
40.26,0.460,105.97,1604,1607
40.29,0.461,105.98,1605,1607
40.39,0.458,105.95,1603,1607
40.49,0.465,106.01,1603,1607
40.59,0.468,106.04,1603,1607
40.69,0.469,106.05,1603,1607
40.79,0.471,106.08,1604,1607
40.89,0.470,106.06,1603,1607
40.99,0.479,106.15,1605,1607
41.09,0.478,106.15,1604,1607
41.19,0.480,106.17,1603,1607
41.35,0.481,106.18,1604,1607
41.41,0.482,106.19,1604,1607
41.57,0.486,106.23,1603,1607
41.59,0.487,106.24,1604,1607
41.69,0.486,106.23,1603,1607
41.79,0.492,106.29,1604,1607
41.89,0.491,106.28,1604,1607
41.99,0.494,106.31,1605,1607
42.09,0.493,106.30,1604,1607
42.19,0.496,106.33,1603,1607
42.29,0.499,106.36,1605,1607
42.39,0.501,106.38,1604,1607
42.49,0.499,106.36,1604,1607
42.59,0.505,106.42,1604,1607
42.78,0.510,106.47,1604,1607
42.85,0.508,106.45,1605,1607
42.99,0.512,106.49,1604,1607
43.00,0.515,106.52,1604,1607
43.09,0.516,106.53,1604,1607
43.19,0.516,106.53,1604,1607
43.29,0.520,106.57,1604,1607
43.39,0.522,106.60,1604,1607
43.49,0.522,106.60,1604,1607
43.59,0.524,106.62,1604,1607
43.69,0.527,106.65,1604,1607
43.79,0.530,106.68,1603,1608
43.89,0.532,106.70,1604,1608
44.02,0.536,106.74,1604,1608
44.22,0.538,106.76,1603,1608
44.22,0.539,106.77,1604,1608
44.29,0.540,106.77,1604,1608
44.39,0.541,106.78,1604,1608
44.49,0.545,106.83,1604,1608
44.59,0.546,106.83,1604,1608
44.69,0.546,106.84,1605,1608
44.79,0.549,106.87,1604,1608
44.89,0.551,106.89,1605,1608
44.99,0.555,106.93,1604,1608
45.09,0.553,106.90,1603,1608
45.28,0.559,106.97,1604,1608
45.33,0.560,106.98,1604,1608
45.48,0.562,106.99,1605,1608
45.49,0.564,107.01,1604,1608
45.59,0.566,107.04,1604,1608
45.69,0.566,107.04,1604,1608
45.79,0.569,107.07,1604,1608
45.89,0.574,107.12,1604,1608
45.99,0.572,107.10,1604,1608
46.09,0.574,107.12,1604,1608
46.20,0.578,107.16,1605,1608
46.39,0.580,107.18,1605,1608
46.39,0.582,107.20,1603,1608
46.49,0.582,107.20,1604,1608
46.59,0.585,107.23,1604,1608
46.69,0.582,107.19,1604,1608
46.79,0.589,107.27,1604,1608
46.89,0.592,107.30,1604,1608
46.99,0.593,107.31,1604,1608
47.09,0.596,107.34,1604,1608
47.19,0.597,107.35,1605,1608
47.29,0.600,107.38,1604,1608
47.39,0.601,107.39,1604,1608
47.51,0.603,107.41,1605,1608
47.71,0.611,107.49,1605,1608
47.71,0.609,107.47,1604,1608
47.79,0.607,107.45,1605,1608
47.89,0.614,107.52,1603,1608
47.99,0.614,107.52,1603,1608
48.09,0.616,107.54,1603,1608
48.19,0.616,107.54,1603,1608
48.29,0.620,107.58,1604,1608
48.39,0.622,107.60,1604,1608
48.49,0.624,107.62,1604,1608
48.59,0.626,107.64,1604,1608
48.69,0.630,107.68,1604,1608
48.86,0.631,107.69,1605,1608
48.94,0.635,107.73,1604,1608
49.08,0.634,107.73,1604,1608
49.09,0.635,107.73,1604,1608
49.19,0.636,107.74,1604,1608
49.29,0.639,107.78,1605,1608
49.39,0.643,107.81,1604,1608
49.49,0.648,107.86,1604,1608
49.59,0.645,107.83,1605,1608
49.69,0.650,107.88,1604,1608
49.79,0.650,107.88,1604,1609
49.89,0.653,107.91,1605,1609
49.99,0.659,107.97,1604,1609
50.09,0.658,107.97,1604,1609
50.27,0.660,107.98,1604,1609
50.33,0.666,108.05,1604,1609
50.49,0.664,108.03,1603,1609
50.49,0.667,108.06,1605,1609
50.59,0.668,108.07,1604,1609
50.69,0.670,108.08,1604,1609
50.79,0.670,108.09,1605,1609
50.89,0.673,108.12,1604,1609
50.99,0.677,108.16,1605,1609
51.09,0.675,108.14,1604,1609
51.19,0.680,108.18,1604,1609
51.29,0.676,108.14,1604,1609
51.39,0.683,108.22,1604,1609
51.49,0.686,108.25,1605,1609
51.61,0.686,108.25,1605,1609
51.80,0.691,108.29,1605,1609
51.80,0.692,108.31,1604,1609
51.89,0.690,108.29,1604,1609
51.99,0.694,108.33,1604,1609
52.09,0.700,108.38,1605,1609
52.19,0.698,108.37,1604,1609
52.29,0.702,108.41,1604,1609
52.39,0.701,108.40,1605,1609
52.49,0.709,108.48,1604,1609
52.59,0.709,108.48,1604,1609
52.69,0.711,108.50,1604,1609
52.79,0.716,108.55,1605,1609
52.89,0.714,108.53,1605,1609
53.06,0.717,108.56,1604,1609
53.11,0.722,108.61,1604,1609
53.27,0.724,108.63,1603,1609
53.29,0.720,108.59,1605,1609
53.39,0.726,108.65,1605,1609
53.49,0.725,108.64,1604,1609
53.59,0.727,108.66,1605,1609
53.69,0.730,108.70,1604,1609
53.79,0.735,108.74,1604,1609
53.89,0.736,108.75,1604,1609
53.99,0.736,108.75,1603,1609
54.09,0.740,108.79,1604,1609
54.19,0.744,108.84,1604,1609
54.29,0.745,108.84,1604,1609
54.39,0.744,108.83,1604,1609
54.49,0.747,108.86,1603,1609
54.64,0.748,108.87,1604,1609
54.70,0.751,108.90,1605,1609
54.85,0.754,108.93,1604,1609
54.89,0.756,108.95,1604,1609
54.99,0.758,108.97,1605,1609
55.09,0.762,109.01,1604,1609
55.19,0.763,109.02,1605,1609
55.29,0.762,109.01,1604,1609
55.39,0.767,109.06,1605,1609
55.49,0.771,109.10,1605,1609
55.59,0.772,109.12,1604,1609
55.69,0.775,109.14,1604,1609
55.79,0.775,109.15,1604,1610
55.96,0.778,109.18,1605,1610
56.01,0.779,109.18,1605,1610
56.15,0.780,109.20,1605,1610
56.19,0.785,109.24,1605,1610
56.29,0.788,109.28,1605,1610
56.39,0.788,109.28,1604,1610
56.49,0.791,109.30,1605,1610
56.59,0.790,109.30,1604,1610
56.69,0.796,109.36,1604,1610
56.79,0.793,109.33,1605,1610
56.89,0.799,109.38,1605,1610
56.99,0.799,109.39,1604,1610
57.09,0.801,109.41,1605,1610
57.19,0.803,109.42,1604,1610
57.29,0.804,109.44,1604,1610
57.41,0.808,109.48,1605,1610
57.62,0.814,109.54,1604,1610
57.62,0.813,109.53,1604,1610
57.69,0.812,109.52,1605,1610
57.79,0.821,109.61,1604,1610
57.89,0.819,109.59,1605,1610
57.99,0.818,109.58,1605,1610
58.09,0.825,109.65,1605,1610
58.19,0.828,109.68,1604,1610
58.29,0.829,109.69,1605,1610
58.39,0.829,109.70,1605,1610
58.54,0.832,109.73,1605,1610
58.60,0.833,109.74,1605,1610
58.74,0.839,109.79,1605,1610
58.79,0.837,109.77,1604,1610
58.89,0.842,109.83,1604,1610
58.99,0.844,109.84,1605,1610
59.09,0.845,109.85,1605,1610
59.19,0.849,109.89,1605,1610
59.29,0.849,109.89,1605,1610
59.40,0.849,109.90,1604,1610
59.50,0.854,109.94,1605,1610
59.59,0.855,109.96,1604,1610
59.69,0.854,109.94,1605,1610
59.79,0.862,110.03,1604,1610
59.89,0.862,110.02,1604,1610
60.00,0.862,110.02,1604,1610
60.13,0.864,110.04,1604,1610
60.33,0.870,110.10,1605,1610
60.33,0.870,110.10,1605,1610
60.43,0.869,110.10,1605,1610
60.50,0.878,110.18,1605,1610
60.65,0.877,110.17,1605,1610
60.70,0.878,110.18,1604,1610
60.80,0.877,110.18,1604,1610
60.90,0.881,110.21,1604,1610
61.00,0.887,110.27,1605,1610
61.10,0.884,110.25,1605,1610
61.20,0.885,110.26,1605,1610
61.37,0.889,110.30,1605,1610
61.42,0.889,110.30,1604,1610
61.57,0.898,110.39,1604,1610
61.69,0.902,110.43,1605,1610
61.73,0.894,110.35,1605,1571
61.87,0.901,110.41,1605,1571
61.99,0.907,110.47,1605,1531
62.04,0.907,110.47,1596,1491
62.19,0.910,110.51,1576,1452
62.20,0.909,110.50,1551,1413
62.32,0.913,110.54,1530,1373
62.53,0.916,110.57,1501,1335
62.53,0.914,110.55,1469,1296
62.64,0.920,110.60,1449,1296
62.70,0.919,110.60,1424,1296
62.84,0.920,110.61,1403,1296
62.96,0.929,110.70,1383,1296
63.01,0.930,110.71,1363,1296
63.17,0.936,110.77,1343,1296
63.20,0.933,110.74,1330,1296
63.30,0.934,110.75,1311,1296
63.40,0.941,110.82,1307,1296
63.50,0.946,110.87,1306,1296
63.60,0.949,110.90,1307,1296
63.76,0.955,110.96,1306,1296
63.82,0.959,111.00,1305,1296
63.98,0.966,111.07,1306,1296
64.00,0.966,111.07,1305,1296
64.11,0.969,111.11,1306,1296
64.31,0.980,111.21,1306,1296
64.31,0.984,111.25,1307,1296
64.40,0.985,111.26,1308,1296
64.52,0.989,111.30,1308,1296
64.75,1.001,111.43,1309,1296
64.75,1.001,111.43,1309,1296
64.80,1.005,111.46,1308,1296
64.90,1.009,111.51,1309,1296
65.06,1.020,111.62,1309,1296
65.11,1.025,111.67,1310,1296
65.26,1.032,111.74,1311,1297
65.30,1.036,111.78,1311,1297
65.40,1.042,111.84,1310,1297
65.59,1.056,111.98,1311,1297
65.63,1.056,111.98,1310,1297
65.82,1.071,112.13,1311,1297
65.82,1.069,112.11,1311,1297
65.90,1.076,112.18,1311,1297
66.00,1.084,112.26,1311,1297
66.10,1.094,112.36,1310,1297
66.25,1.099,112.41,1311,1297
66.32,1.107,112.50,1312,1297
66.49,1.121,112.63,1311,1297
66.50,1.120,112.62,1311,1297
66.60,1.132,112.74,1310,1297
66.70,1.135,112.78,1311,1297
66.80,1.141,112.84,1311,1297
66.90,1.153,112.96,1312,1297
67.00,1.161,113.04,1311,1298
67.10,1.168,113.11,1312,1298
67.22,1.185,113.28,1311,1298
67.43,1.198,113.41,1311,1298
67.43,1.200,113.43,1310,1298
67.50,1.201,113.45,1311,1298
67.60,1.213,113.56,1311,1298
67.70,1.221,113.65,1310,1298
67.80,1.228,113.72,1312,1298
67.90,1.238,113.81,1311,1298
68.00,1.245,113.89,1312,1298
68.10,1.257,114.01,1313,1298
68.21,1.269,114.14,1311,1298
68.41,1.286,114.30,1312,1298
68.42,1.289,114.33,1311,1298
68.50,1.295,114.40,1311,1299
68.60,1.307,114.52,1312,1299
68.70,1.315,114.59,1311,1299
68.80,1.320,114.65,1312,1299
68.90,1.334,114.79,1312,1299
69.00,1.351,114.96,1312,1299
69.17,1.359,115.04,1312,1299
69.22,1.364,115.09,1312,1299
69.45,1.389,115.34,1312,1299
69.45,1.386,115.31,1313,1299
69.50,1.395,115.40,1312,1299
69.60,1.406,115.51,1312,1299
69.70,1.416,115.61,1313,1300
69.80,1.427,115.73,1311,1301
69.90,1.432,115.78,1312,1304
70.00,1.442,115.87,1313,1306
70.10,1.455,116.01,1312,1310
70.20,1.466,116.12,1312,1314
70.30,1.476,116.22,1313,1320
70.40,1.484,116.30,1312,1326
70.50,1.500,116.46,1313,1333
70.67,1.514,116.61,1312,1341
70.74,1.527,116.74,1313,1350
70.92,1.543,116.90,1312,1360
70.92,1.544,116.90,1312,1370
71.00,1.551,116.98,1324,1382
71.10,1.565,117.12,1344,1394
71.20,1.571,117.18,1363,1407
71.30,1.581,117.28,1376,1421
71.40,1.598,117.45,1392,1436
71.50,1.606,117.53,1409,1452
71.60,1.620,117.67,1424,1468
71.70,1.629,117.77,1448,1486
71.83,1.639,117.87,1461,1504
72.04,1.663,118.11,1453,1524
72.04,1.664,118.12,1472,1543
72.10,1.669,118.16,1498,1564
72.20,1.681,118.29,1522,1586
72.30,1.694,118.42,1538,1608
72.40,1.702,118.50,1566,1632
72.50,1.715,118.63,1582,1656
72.60,1.725,118.73,1603,1681
72.70,1.733,118.81,1630,1707
72.80,1.739,118.87,1650,1734
72.98,1.758,119.06,1672,1761
73.03,1.765,119.13,1699,1790
73.19,1.782,119.30,1722,1819
73.20,1.780,119.29,1752,1850
73.30,1.791,119.39,1772,1880
73.40,1.798,119.46,1796,1912
73.50,1.805,119.54,1819,1944
73.60,1.821,119.70,1848,1976
73.70,1.826,119.75,1871,2010
73.80,1.837,119.86,1902,2044
73.90,1.844,119.93,1936,2079
74.00,1.849,119.99,1961,2115
74.10,1.852,120.02,1992,2151
74.20,1.860,120.10,2030,2187
74.32,1.868,120.18,2052,2224
74.55,1.884,120.33,2088,2261
74.55,1.886,120.35,2118,2299
74.67,1.892,120.41,2155,2338
74.73,1.894,120.44,2192,2377
74.88,1.903,120.53,2226,2417
74.90,1.901,120.50,2257,2457
