# MISSION PROFILE DATA
# Timestamp: 2026-06-18 18:09:53
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 1
# Arrival Tolerance: 0.33 m
# Hold Duration: 20 s
# PID: P=45.00, I=0.00, D=0.00
# Neutral ADC: 1614
# Bounds: 120 to 3900
# Depth Offset: -0.095 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC)
164.10,0.252,103.86,1648,1619
164.16,0.249,103.83,1647,1619
164.36,0.240,103.75,1647,1619
164.36,0.244,103.78,1648,1619
164.46,0.234,103.69,1648,1618
164.58,0.234,103.69,1647,1618
164.80,0.224,103.59,1648,1618
164.80,0.224,103.58,1647,1618
164.96,0.218,103.53,1648,1618
164.96,0.215,103.50,1647,1618
165.09,0.213,103.47,1648,1618
165.16,0.209,103.43,1648,1618
165.36,0.199,103.33,1648,1618
165.36,0.202,103.36,1647,1618
165.53,0.195,103.29,1647,1618
165.62,0.191,103.26,1647,1617
165.96,0.178,103.12,1647,1618
165.96,0.175,103.09,1647,1617
165.96,0.178,103.12,1647,1617
165.96,0.172,103.06,1647,1618
166.06,0.175,103.10,1648,1617
166.16,0.169,103.04,1647,1617
166.31,0.163,102.97,1648,1617
166.38,0.164,102.98,1648,1617
166.56,0.147,102.81,1648,1617
166.57,0.155,102.89,1648,1617
166.66,0.150,102.84,1647,1617
166.86,0.142,102.75,1648,1616
166.86,0.140,102.74,1648,1617
167.06,0.135,102.69,1648,1616
167.19,0.134,102.68,1647,1616
167.26,0.125,102.59,1648,1616
167.26,0.127,102.61,1648,1616
167.36,0.120,102.53,1647,1616
167.46,0.117,102.51,1648,1616
167.56,0.111,102.44,1648,1616
167.77,0.105,102.39,1647,1616
167.97,0.098,102.31,1647,1616
167.97,0.096,102.30,1647,1616
168.27,0.082,102.16,1648,1615
168.27,0.086,102.19,1647,1616
168.36,0.079,102.13,1647,1615
168.46,0.079,102.12,1647,1615
168.56,0.073,102.06,1647,1615
168.73,0.067,102.00,1647,1615
